Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000165568	ENSG00000165568.18	4786629	4848062	10	AKR1E2
ENSG00000283706	ENSG00000283706.2	46712117	46717869	3	PRSS50
ENSG00000185418	ENSG00000185418.16	101653596	101724473	15	TARS3
ENSG00000160808	ENSG00000160808.11	46835111	46882172	3	MYL3
ENSG00000112818	ENSG00000112818.11	46793389	46839778	6	MEP1A
ENSG00000136813	ENSG00000136813.15	111360685	111484745	9	ECPAS
ENSG00000160801	ENSG00000160801.14	46877721	46903799	3	PTH1R
ENSG00000133835	ENSG00000133835.18	119452465	119637199	5	HSD17B4
ENSG00000156711	ENSG00000156711.17	36127809	36144524	6	MAPK13
ENSG00000183340	ENSG00000183340.7	96389989	96507574	11	JRKL
ENSG00000140479	ENSG00000140479.18	101289784	101525202	15	PCSK6
ENSG00000187134	ENSG00000187134.14	4963253	4983283	10	AKR1C1
ENSG00000151715	ENSG00000151715.8	129815848	129860003	11	TMEM45B
ENSG00000170325	ENSG00000170325.16	129899706	130002835	11	PRDM10
ENSG00000076770	ENSG00000076770.16	132369320	132489968	X	MBNL3
ENSG00000105889	ENSG00000105889.16	22419444	22727613	7	STEAP1B
ENSG00000096070	ENSG00000096070.19	36196744	36232790	6	BRPF3
ENSG00000153944	ENSG00000153944.12	57255851	57684689	17	MSI2
ENSG00000105835	ENSG00000105835.13	106248298	106285966	7	NAMPT
ENSG00000134461	ENSG00000134461.16	5861616	5889906	10	ANKRD16
ENSG00000170185	ENSG00000170185.11	143184917	143223874	4	USP38
ENSG00000181072	ENSG00000181072.12	136868652	137020255	7	CHRM2
ENSG00000188566	ENSG00000188566.15	137205685	137219361	9	NDOR1
ENSG00000160796	ENSG00000160796.18	46979666	47009704	3	NBEAL2
ENSG00000146858	ENSG00000146858.8	139025706	139036042	7	ZC3HAV1L
ENSG00000105939	ENSG00000105939.14	139043515	139132122	7	ZC3HAV1
ENSG00000010030	ENSG00000010030.14	36354091	36387800	6	ETV7
ENSG00000182472	ENSG00000182472.9	38730187	38769904	19	CAPN12
ENSG00000015285	ENSG00000015285.12	48676596	48691431	X	WAS
ENSG00000145391	ENSG00000145391.14	139495941	139606699	4	SETD7
ENSG00000136451	ENSG00000136451.9	57971547	57988259	17	VEZF1
ENSG00000136450	ENSG00000136450.13	58000919	58007346	17	SRSF1
ENSG00000166971	ENSG00000166971.17	53491040	53504411	16	AKTIP
ENSG00000085871	ENSG00000085871.9	139665768	139740745	4	MGST2
ENSG00000178934	ENSG00000178934.5	38789200	38791754	19	LGALS7B
ENSG00000173253	ENSG00000173253.16	1049858	1057552	9	DMRT2
ENSG00000268940	ENSG00000268940.6	135713639	135723539	X	CT45A1
ENSG00000171747	ENSG00000171747.9	38801671	38812945	19	LGALS4
ENSG00000077380	ENSG00000077380.16	171687409	171750158	2	DYNC1I2
ENSG00000264364	ENSG00000264364.3	58083419	58095542	17	DYNLL2
ENSG00000184985	ENSG00000184985.16	7192538	7742836	4	SORCS2
ENSG00000121053	ENSG00000121053.6	58192726	58205174	17	EPX
ENSG00000228836	ENSG00000228836.9	135775852	135785503	X	CT45A5
ENSG00000167117	ENSG00000167117.10	50761029	50767557	17	ANKRD40CL
ENSG00000114739	ENSG00000114739.14	38453890	38493142	3	ACVR2B
ENSG00000130234	ENSG00000130234.13	15494566	15607236	X	ACE2
ENSG00000148343	ENSG00000148343.19	129036621	129072082	9	MIGA2
ENSG00000118492	ENSG00000118492.18	146598967	146815462	6	ADGB
ENSG00000243678	ENSG00000243678.12	51165435	51171744	17	NME2
ENSG00000125746	ENSG00000125746.18	45606994	45645602	19	EML2
ENSG00000149418	ENSG00000149418.11	130159782	130210362	11	ST14
ENSG00000068354	ENSG00000068354.16	48539714	48562609	X	TBC1D25
ENSG00000204991	ENSG00000204991.11	89818179	89871319	16	SPIRE2
ENSG00000121864	ENSG00000121864.10	179323031	179338583	3	ZNF639
ENSG00000068323	ENSG00000068323.17	49028726	49043410	X	TFE3
ENSG00000106686	ENSG00000106686.17	4553386	4666674	9	SPATA6L
ENSG00000002919	ENSG00000002919.15	48103357	48123601	17	SNX11
ENSG00000094631	ENSG00000094631.22	48801377	48824982	X	HDAC6
ENSG00000137200	ENSG00000137200.13	37433219	37482827	6	CMTR1
ENSG00000172409	ENSG00000172409.7	57648188	57661865	11	CLP1
ENSG00000069943	ENSG00000069943.10	55318960	55355648	15	PIGB
ENSG00000205882	ENSG00000205882.9	11993174	12000752	8	DEFB134
ENSG00000155099	ENSG00000155099.8	90993802	91040872	8	PIP4P2
ENSG00000171109	ENSG00000171109.19	179347709	179394936	3	MFN1
ENSG00000157426	ENSG00000157426.14	56338287	56387508	4	AASDH
ENSG00000157741	ENSG00000157741.15	139230356	139308236	7	UBN2
ENSG00000137876	ENSG00000137876.11	55180806	55197049	15	RSL24D1
ENSG00000112139	ENSG00000112139.17	37630679	37699306	6	MDGA1
ENSG00000108352	ENSG00000108352.13	40177010	40195656	17	RAPGEFL1
ENSG00000155100	ENSG00000155100.11	91070196	91087095	8	OTUD6B
ENSG00000196305	ENSG00000196305.19	92210207	92293854	9	IARS1
ENSG00000128610	ENSG00000128610.12	122301303	122310691	7	FEZF1
ENSG00000124523	ENSG00000124523.17	13574227	13615158	6	SIRT5
ENSG00000214954	ENSG00000214954.9	91101832	91219257	8	LRRC69
ENSG00000147606	ENSG00000147606.9	91209494	91398155	8	SLC26A7
ENSG00000180316	ENSG00000180316.13	36243203	36313955	6	PNPLA1
ENSG00000111684	ENSG00000111684.11	6976185	7018477	12	LPCAT3
ENSG00000187446	ENSG00000187446.12	41230839	41281887	15	CHP1
ENSG00000166579	ENSG00000166579.16	8413131	8490411	17	NDEL1
ENSG00000175348	ENSG00000175348.11	8947202	8965011	11	TMEM9B
ENSG00000237541	ENSG00000237541.4	32741391	32747198	6	HLA-DQA2
ENSG00000011451	ENSG00000011451.21	15419978	15449956	19	WIZ
ENSG00000258839	ENSG00000258839.4	89912119	89920973	16	MC1R
ENSG00000232629	ENSG00000232629.9	32756098	32763532	6	HLA-DQB2
ENSG00000114450	ENSG00000114450.11	179396088	179451476	3	GNB4
ENSG00000241106	ENSG00000241106.8	32812763	32820466	6	HLA-DOB
ENSG00000104147	ENSG00000104147.9	41309273	41332591	15	OIP5
ENSG00000175356	ENSG00000175356.14	9019476	9138114	11	SCUBE2
ENSG00000067064	ENSG00000067064.13	1039152	1049119	10	IDI1
ENSG00000159403	ENSG00000159403.18	7080214	7092540	12	C1R
ENSG00000198740	ENSG00000198740.9	49289206	49362473	17	ZNF652
ENSG00000083312	ENSG00000083312.19	72816312	72916733	5	TNPO1
ENSG00000240065	ENSG00000240065.8	32844136	32859851	6	PSMB9
ENSG00000151033	ENSG00000151033.10	30611779	30629762	10	LYZL2
ENSG00000167716	ENSG00000167716.19	1716523	1738599	17	WDR81
ENSG00000185988	ENSG00000185988.15	1508023	1536046	19	PLK5
ENSG00000177853	ENSG00000177853.15	96129715	96205288	10	ZNF518A
ENSG00000003249	ENSG00000003249.15	90004871	90019890	16	DBNDD1
ENSG00000164430	ENSG00000164430.17	73413515	73452297	6	CGAS
ENSG00000095585	ENSG00000095585.18	96189171	96271587	10	BLNK
ENSG00000010704	ENSG00000010704.19	26087281	26098343	6	HFE
ENSG00000081041	ENSG00000081041.9	74097040	74099196	4	CXCL2
ENSG00000070915	ENSG00000070915.10	56865207	56915850	16	SLC12A3
ENSG00000160953	ENSG00000160953.17	1354711	1378431	19	PWWP3A
ENSG00000182585	ENSG00000182585.10	74308470	74316789	4	EPGN
ENSG00000136518	ENSG00000136518.17	179562886	179588407	3	ACTL6A
ENSG00000184014	ENSG00000184014.9	9138825	9265959	11	DENND5A
ENSG00000136436	ENSG00000136436.15	48831018	48866522	17	CALCOCO2
ENSG00000139197	ENSG00000139197.11	7188685	7218574	12	PEX5
ENSG00000137825	ENSG00000137825.11	41493393	41503551	15	ITPKA
ENSG00000138796	ENSG00000138796.18	107989714	108035241	4	HADH
ENSG00000104738	ENSG00000104738.19	47960185	47978160	8	MCM4
ENSG00000115255	ENSG00000115255.12	1491166	1497927	19	REEP6
ENSG00000062524	ENSG00000062524.16	41503637	41513887	15	LTK
ENSG00000141867	ENSG00000141867.19	15235519	15332545	19	BRD4
ENSG00000051108	ENSG00000051108.15	56932142	56944864	16	HERPUD1
ENSG00000057935	ENSG00000057935.14	42494569	42756947	2	MTA3
ENSG00000178772	ENSG00000178772.7	194339768	194351328	3	CPN2
ENSG00000172061	ENSG00000172061.9	194355249	194369743	3	LRRC15
ENSG00000138755	ENSG00000138755.6	76001275	76007509	4	CXCL9
ENSG00000041802	ENSG00000041802.11	194640791	194672463	3	LSG1
ENSG00000169245	ENSG00000169245.6	76021118	76023497	4	CXCL10
ENSG00000104915	ENSG00000104915.15	13144058	13150383	19	STX10
ENSG00000135541	ENSG00000135541.22	135283407	135498434	6	AHI1
ENSG00000169248	ENSG00000169248.13	76033682	76041415	4	CXCL11
ENSG00000136868	ENSG00000136868.11	113221544	113264492	9	SLC31A1
ENSG00000070495	ENSG00000070495.15	76712832	76726799	17	JMJD6
ENSG00000043143	ENSG00000043143.22	134524312	134583230	5	JADE2
ENSG00000189157	ENSG00000189157.14	76214040	76283783	4	FAM47E
ENSG00000092445	ENSG00000092445.12	41557675	41583589	15	TYRO3
ENSG00000185112	ENSG00000185112.6	194685883	194689037	3	FAM43A
ENSG00000134107	ENSG00000134107.5	4979437	4985323	3	BHLHE40
ENSG00000173868	ENSG00000173868.12	49223366	49230787	17	PHOSPHO1
ENSG00000158571	ENSG00000158571.11	54932961	54998534	X	PFKFB1
ENSG00000134108	ENSG00000134108.14	5122249	5180911	3	ARL8B
ENSG00000151806	ENSG00000151806.14	44678420	44700928	4	GUF1
ENSG00000186075	ENSG00000186075.13	39868202	39877896	17	ZPBP2
ENSG00000120314	ENSG00000120314.19	140664868	140674124	5	WDR55
ENSG00000087237	ENSG00000087237.12	56961923	56983845	16	CETP
ENSG00000160888	ENSG00000160888.7	13150411	13154911	19	IER2
ENSG00000165188	ENSG00000165188.14	113297093	113303376	9	RNF183
ENSG00000134109	ENSG00000134109.11	5187646	5219958	3	EDEM1
ENSG00000174339	ENSG00000174339.3	180739123	180740058	5	OR2Y1
ENSG00000173250	ENSG00000173250.3	146513144	146516190	5	GPR151
ENSG00000166471	ENSG00000166471.11	9280654	9314636	11	TMEM41B
ENSG00000113649	ENSG00000113649.13	146447311	146511961	5	TCERG1
ENSG00000141837	ENSG00000141837.22	13206442	13633025	19	CACNA1A
ENSG00000163281	ENSG00000163281.12	44682200	44726588	4	GNPDA2
ENSG00000169926	ENSG00000169926.11	31326835	31435665	15	KLF13
ENSG00000104312	ENSG00000104312.8	89757806	89791064	8	RIPK2
ENSG00000058335	ENSG00000058335.16	78959906	79090780	15	RASGRF1
ENSG00000165312	ENSG00000165312.7	23439075	23442377	10	OTUD1
ENSG00000120549	ENSG00000120549.19	23694746	24547848	10	KIAA1217
ENSG00000119411	ENSG00000119411.11	113349541	113371233	9	BSPRY
ENSG00000180801	ENSG00000180801.14	113900284	113979727	4	ARSJ
ENSG00000119431	ENSG00000119431.10	113373419	113376986	9	HDHD3
ENSG00000125089	ENSG00000125089.18	8182072	8241803	4	SH3TC1
ENSG00000205339	ENSG00000205339.10	9384652	9448127	11	IPO7
ENSG00000047644	ENSG00000047644.20	10015254	10144474	X	WWC3
ENSG00000164823	ENSG00000164823.11	89901849	89927888	8	OSGIN2
ENSG00000128617	ENSG00000128617.3	128772485	128775794	7	OPN1SW
ENSG00000140848	ENSG00000140848.17	57092583	57148369	16	CPNE2
ENSG00000138413	ENSG00000138413.14	208236229	208266074	2	IDH1
ENSG00000089737	ENSG00000089737.18	94048287	94081202	14	DDX24
ENSG00000104325	ENSG00000104325.7	90001405	90053633	8	DECR1
ENSG00000110448	ENSG00000110448.11	61102489	61127852	11	CD5
ENSG00000122687	ENSG00000122687.19	2234195	2242205	7	MRM2
ENSG00000167987	ENSG00000167987.11	61130257	61161615	11	VPS37C
ENSG00000106266	ENSG00000106266.11	2251770	2354318	7	SNX8
ENSG00000268235	ENSG00000268235.9	102215298	102229532	X	TCP11X1
ENSG00000139438	ENSG00000139438.6	109713825	109770495	12	FAM222A
ENSG00000229859	ENSG00000229859.10	61203307	61213098	11	PGA3
ENSG00000215029	ENSG00000215029.12	102456862	102471842	X	TCP11X2
ENSG00000003096	ENSG00000003096.15	117897813	118117340	X	KLHL13
ENSG00000154025	ENSG00000154025.16	18950345	19022595	17	SLC5A10
ENSG00000168356	ENSG00000168356.13	38845764	39052157	3	SCN11A
ENSG00000111199	ENSG00000111199.12	109783087	109833406	12	TRPV4
ENSG00000204956	ENSG00000204956.6	141330514	141512975	5	PCDHGA1
ENSG00000027075	ENSG00000027075.17	61187559	61550976	14	PRKCH
ENSG00000081853	ENSG00000081853.15	141338760	141512975	5	PCDHGA2
ENSG00000136213	ENSG00000136213.10	2403588	2448484	7	CHST12
ENSG00000103811	ENSG00000103811.18	78921058	78949574	15	CTSH
ENSG00000254245	ENSG00000254245.3	141343829	141512975	5	PCDHGA3
ENSG00000254221	ENSG00000254221.3	141350099	141512975	5	PCDHGB1
ENSG00000262576	ENSG00000262576.3	141355021	141512975	5	PCDHGA4
ENSG00000256713	ENSG00000256713.8	61241175	61251444	11	PGA5
ENSG00000253910	ENSG00000253910.3	141359994	141512975	5	PCDHGB2
ENSG00000253485	ENSG00000253485.3	141364162	141512975	5	PCDHGA5
ENSG00000262209	ENSG00000262209.3	141370242	141512975	5	PCDHGB3
ENSG00000225366	ENSG00000225366.6	110520896	110523021	X	TDGF1P3
ENSG00000102145	ENSG00000102145.16	48786540	48794311	X	GATA1
ENSG00000253731	ENSG00000253731.3	141373891	141512975	5	PCDHGA6
ENSG00000253537	ENSG00000253537.3	141382739	141512975	5	PCDHGA7
ENSG00000253953	ENSG00000253953.3	141387698	141512975	5	PCDHGB4
ENSG00000253767	ENSG00000253767.3	141390157	141512975	5	PCDHGA8
ENSG00000261934	ENSG00000261934.3	141402778	141512975	5	PCDHGA9
ENSG00000147162	ENSG00000147162.15	71533087	71575892	X	OGT
ENSG00000253846	ENSG00000253846.3	141412987	141512975	5	PCDHGA10
ENSG00000254122	ENSG00000254122.3	141417645	141512975	5	PCDHGB7
ENSG00000092068	ENSG00000092068.21	23125295	23183674	14	SLC7A8
ENSG00000175662	ENSG00000175662.18	17843511	17972422	17	TOM1L2
ENSG00000253873	ENSG00000253873.6	141421047	141512975	5	PCDHGA11
ENSG00000167986	ENSG00000167986.15	61299451	61342596	11	DDB1
ENSG00000122543	ENSG00000122543.11	5879827	5886363	7	OCM
ENSG00000253159	ENSG00000253159.3	141430507	141512975	5	PCDHGA12
ENSG00000072133	ENSG00000072133.12	84058346	84206356	X	RPS6KA6
ENSG00000122674	ENSG00000122674.12	5898725	5926550	7	CCZ1
ENSG00000125149	ENSG00000125149.12	67109941	67148544	16	PHAF1
ENSG00000240184	ENSG00000240184.7	141475947	141512977	5	PCDHGC3
ENSG00000177383	ENSG00000177383.5	184710364	184712064	3	MAGEF1
ENSG00000188921	ENSG00000188921.14	20999509	21031640	9	HACD4
ENSG00000071909	ENSG00000071909.19	170178145	170655171	2	MYO3B
ENSG00000171855	ENSG00000171855.7	21077104	21077942	9	IFNB1
ENSG00000156931	ENSG00000156931.16	184812143	185052614	3	VPS8
ENSG00000177047	ENSG00000177047.7	21140632	21141832	9	IFNW1
ENSG00000137080	ENSG00000137080.4	21165637	21166660	9	IFNA21
ENSG00000148396	ENSG00000148396.19	136440096	136483759	9	SEC16A
ENSG00000147010	ENSG00000147010.19	19533977	19887600	X	SH3KBP1
ENSG00000106125	ENSG00000106125.14	30771417	30892387	7	MINDY4
ENSG00000242419	ENSG00000242419.6	141484997	141512975	5	PCDHGC4
ENSG00000240764	ENSG00000240764.4	141489081	141512975	5	PCDHGC5
ENSG00000240583	ENSG00000240583.14	30911853	30925517	7	AQP1
ENSG00000171720	ENSG00000171720.10	141620876	141636849	5	HDAC3
ENSG00000237172	ENSG00000237172.4	67148104	67150998	16	B3GNT9
ENSG00000172493	ENSG00000172493.23	86935002	87141039	4	AFF1
ENSG00000106128	ENSG00000106128.19	30938669	30993254	7	GHRHR
ENSG00000176153	ENSG00000176153.13	64939152	64942746	14	GPX2
ENSG00000198668	ENSG00000198668.14	90396502	90408268	14	CALM1
ENSG00000080298	ENSG00000080298.16	3218297	3526004	9	RFX3
ENSG00000148498	ENSG00000148498.17	34109560	34815325	10	PARD3
ENSG00000196123	ENSG00000196123.13	67175599	67184040	16	MATCAP1
ENSG00000179455	ENSG00000179455.10	23565674	23630075	15	MKRN3
ENSG00000140285	ENSG00000140285.12	49423237	49488775	15	FGF7
ENSG00000196344	ENSG00000196344.12	99412261	99435510	4	ADH7
ENSG00000179044	ENSG00000179044.16	67184379	67190185	16	EXOC3L1
ENSG00000185467	ENSG00000185467.8	99173572	99250075	7	KPNA7
ENSG00000276547	ENSG00000276547.2	141397947	141512975	5	PCDHGB5
ENSG00000063438	ENSG00000063438.20	321714	438291	5	AHRR
ENSG00000177752	ENSG00000177752.15	44622088	44678556	4	YIPF7
ENSG00000092199	ENSG00000092199.19	21209136	21269494	14	HNRNPC
ENSG00000056291	ENSG00000056291.19	72031902	72148305	4	NPFFR2
ENSG00000205250	ENSG00000205250.9	67192155	67198918	16	E2F4
ENSG00000107104	ENSG00000107104.21	470291	746105	9	KANK1
ENSG00000102890	ENSG00000102890.16	67199111	67204029	16	ELMO3
ENSG00000139433	ENSG00000139433.11	109850945	109880541	12	GLTP
ENSG00000163347	ENSG00000163347.6	190305707	190322446	3	CLDN1
ENSG00000221944	ENSG00000221944.9	232543883	232550557	2	TIGD1
ENSG00000113946	ENSG00000113946.4	190322541	190412138	3	CLDN16
ENSG00000221869	ENSG00000221869.5	47736913	47738164	8	CEBPD
ENSG00000172262	ENSG00000172262.12	43065176	43192021	5	ZNF131
ENSG00000253729	ENSG00000253729.9	47773111	47960178	8	PRKDC
ENSG00000139151	ENSG00000139151.16	18683169	18738100	12	PLCZ1
ENSG00000017260	ENSG00000017260.20	130850595	131016712	3	ATP2C1
ENSG00000236398	ENSG00000236398.2	143183419	143184435	7	TAS2R39
ENSG00000221937	ENSG00000221937.4	143222037	143223079	7	TAS2R40
ENSG00000239672	ENSG00000239672.8	51153559	51162428	17	NME1
ENSG00000135723	ENSG00000135723.14	67229387	67247481	16	FHOD1
ENSG00000214944	ENSG00000214944.10	73626158	73941993	5	ARHGEF28
ENSG00000171016	ENSG00000171016.13	55538884	55588947	15	PYGO1
ENSG00000069966	ENSG00000069966.19	52115100	52191392	15	GNB5
ENSG00000177938	ENSG00000177938.5	18738119	18739188	12	CAPZA3
ENSG00000139144	ENSG00000139144.11	18242961	18648416	12	PIK3C2G
ENSG00000141052	ENSG00000141052.18	12665890	12768949	17	MYOCD
ENSG00000162383	ENSG00000162383.13	53087179	53142638	1	SLC1A7
ENSG00000135740	ENSG00000135740.17	67237683	67272191	16	SLC9A5
ENSG00000109790	ENSG00000109790.18	39045039	39126857	4	KLHL5
ENSG00000154016	ENSG00000154016.14	19020656	19047011	17	GRAP
ENSG00000106144	ENSG00000106144.20	143288215	143307696	7	CASP2
ENSG00000104064	ENSG00000104064.18	50275389	50355408	15	GABPB1
ENSG00000181038	ENSG00000181038.14	76726830	76733936	17	METTL23
ENSG00000083782	ENSG00000083782.8	90963682	91005026	12	EPYC
ENSG00000168676	ENSG00000168676.11	67289428	67326760	16	KCTD19
ENSG00000135334	ENSG00000135334.9	87674860	87702233	6	AKIRIN2
ENSG00000139329	ENSG00000139329.5	91102629	91111494	12	LUM
ENSG00000197894	ENSG00000197894.12	99070978	99088801	4	ADH5
ENSG00000011465	ENSG00000011465.18	91140484	91183217	12	DCN
ENSG00000147724	ENSG00000147724.12	138130023	138497261	8	FAM135B
ENSG00000171163	ENSG00000171163.16	248850006	248859144	1	ZNF692
ENSG00000159784	ENSG00000159784.18	143353400	143362770	7	FAM131B
ENSG00000011143	ENSG00000011143.19	58205441	58219605	17	MKS1
ENSG00000159708	ENSG00000159708.18	67326798	67385204	16	LRRC36
ENSG00000187944	ENSG00000187944.5	196804417	196809355	2	C2orf66
ENSG00000197121	ENSG00000197121.15	196833004	196927796	2	PGAP1
ENSG00000176230	ENSG00000176230.7	20110739	20122199	14	OR4K17
ENSG00000150527	ENSG00000150527.18	39230231	39388513	14	MIA2
ENSG00000169436	ENSG00000169436.17	138588235	138914041	8	COL22A1
ENSG00000148357	ENSG00000148357.18	130265760	130434123	9	HMCN2
ENSG00000159840	ENSG00000159840.16	143381295	143391111	7	ZYX
ENSG00000172869	ENSG00000172869.15	119037772	119249138	5	DMXL1
ENSG00000172456	ENSG00000172456.18	59296638	59810647	1	FGGY
ENSG00000169783	ENSG00000169783.13	77613027	77820900	15	LINGO1
ENSG00000159713	ENSG00000159713.11	67389809	67393518	16	TPPP3
ENSG00000095303	ENSG00000095303.17	122370530	122395703	9	PTGS1
ENSG00000137261	ENSG00000137261.15	24544104	24646191	6	KIAA0319
ENSG00000111775	ENSG00000111775.3	120438090	120440737	12	COX6A1
ENSG00000159714	ENSG00000159714.12	67394152	67416833	16	ZDHHC1
ENSG00000166920	ENSG00000166920.13	45430579	45448761	15	C15orf48
ENSG00000146904	ENSG00000146904.9	143390289	143408856	7	EPHA1
ENSG00000115594	ENSG00000115594.12	102064544	102179874	2	IL1R1
ENSG00000088986	ENSG00000088986.11	120469850	120498493	12	DYNLL1
ENSG00000162144	ENSG00000162144.10	61348754	61362283	11	CYB561A3
ENSG00000140511	ENSG00000140511.12	88877294	88895597	15	HAPLN3
ENSG00000176387	ENSG00000176387.7	67430652	67437553	16	HSD11B2
ENSG00000159723	ENSG00000159723.5	67482571	67483547	16	AGRP
ENSG00000157766	ENSG00000157766.19	88803436	88875353	15	ACAN
ENSG00000110871	ENSG00000110871.15	120503279	120534434	12	COQ5
ENSG00000076351	ENSG00000076351.13	28394642	28407197	17	SLC46A1
ENSG00000183889	ENSG00000183889.12	16317444	16350590	16	NPIPA9
ENSG00000185899	ENSG00000185899.1	143443453	143444409	7	TAS2R60
ENSG00000221855	ENSG00000221855.1	143477873	143478796	7	TAS2R41
ENSG00000112312	ENSG00000112312.10	24774931	24786099	6	GMNN
ENSG00000104723	ENSG00000104723.21	15417215	15766649	8	TUSC3
ENSG00000271079	ENSG00000271079.1	143571801	143574387	7	CTAGE15
ENSG00000283528	ENSG00000283528.2	143639230	143647646	7	TCAF2C
ENSG00000109103	ENSG00000109103.12	28546708	28552631	17	UNC119
ENSG00000127914	ENSG00000127914.19	91940840	92110673	7	AKAP9
ENSG00000145908	ENSG00000145908.13	150894392	150904983	5	ZNF300
ENSG00000101977	ENSG00000101977.22	139581770	139708216	X	MCF2
ENSG00000086570	ENSG00000086570.13	151504092	151591331	5	FAT2
ENSG00000132612	ENSG00000132612.16	69311350	69326939	16	VPS4A
ENSG00000139537	ENSG00000139537.11	48904110	48931840	12	CCDC65
ENSG00000149532	ENSG00000149532.16	61402641	61430031	11	CPSF7
ENSG00000109107	ENSG00000109107.14	28573115	28576948	17	ALDOC
ENSG00000182952	ENSG00000182952.5	26538366	26546933	6	HMGN4
ENSG00000197888	ENSG00000197888.3	68537173	68576413	4	UGT2B17
ENSG00000275221	ENSG00000275221.2	27837880	27838375	6	H2AC15
ENSG00000066923	ENSG00000066923.18	100177563	100221488	7	STAG3
ENSG00000276903	ENSG00000276903.2	27865317	27865798	6	H2AC16
ENSG00000184357	ENSG00000184357.5	27866792	27867588	6	H1-5
ENSG00000275379	ENSG00000275379.2	27871845	27872346	6	H3C11
ENSG00000275126	ENSG00000275126.2	27873148	27873534	6	H4C13
ENSG00000197153	ENSG00000197153.5	27890315	27893106	6	H3C12
ENSG00000196620	ENSG00000196620.10	68646597	68670652	4	UGT2B15
ENSG00000278677	ENSG00000278677.2	27892699	27893185	6	H2AC17
ENSG00000274641	ENSG00000274641.2	27893425	27893891	6	H2BC17
ENSG00000168131	ENSG00000168131.4	27911185	27912396	6	OR2B2
ENSG00000171481	ENSG00000171481.5	122675130	122676104	9	OR1L3
ENSG00000175764	ENSG00000175764.17	121815674	122093606	9	TTLL11
ENSG00000066379	ENSG00000066379.15	30058899	30064909	6	POLR1H
